CustomerID,gender,SeniorCitizen,Dependents,tenure,PhoneService,MultipleLines,InternetService,Contract,MonthlyCharges,Churn,Churn_Binary,Cluster
1872,Male,0,Yes,6,Yes,Yes,Fiber optic,Month-to-month,94,Yes,1,0
1873,Female,0,Yes,61,Yes,No,DSL,Two year,60,No,0,2
1874,Female,0,No,1,Yes,No,DSL,Two year,19,No,0,1
1875,Male,0,No,19,Yes,Yes,DSL,Two year,88,No,0,0
1876,Male,0,Yes,44,No,Yes,Fiber optic,Two year,54,No,0,1
1877,Female,0,No,70,Yes,Yes,Fiber optic,One year,112,No,0,2
1878,Male,0,Yes,63,Yes,Yes,DSL,Two year,25,No,0,1
1879,Female,0,Yes,58,Yes,No,DSL,Month-to-month,44,No,0,1
1880,Female,0,No,53,Yes,No,Fiber optic,Month-to-month,74,No,0,2
1881,Male,0,No,59,No,Yes,Fiber optic,Month-to-month,44,No,0,1
1882,Male,0,No,69,Yes,No,DSL,Month-to-month,104,Yes,1,2
1883,Male,0,No,26,Yes,No,DSL,Month-to-month,49,No,0,1
1884,Male,0,Yes,23,Yes,Yes,Fiber optic,Month-to-month,57,No,0,0
1885,Female,0,No,42,Yes,No,DSL,One year,55,No,0,1
1886,Female,1,No,1,Yes,No,DSL,Month-to-month,51,Yes,1,3
1887,Female,0,No,6,No,No,DSL,Two year,48,Yes,1,0
1888,Male,0,No,58,Yes,Yes,Fiber optic,Month-to-month,21,No,0,1
1889,Male,0,No,3,Yes,No,DSL,One year,102,Yes,1,0
1890,Female,0,No,41,Yes,No,DSL,Month-to-month,20,No,0,1
1891,Female,0,No,58,Yes,No,DSL,Month-to-month,61,No,0,2
1892,Male,1,No,51,Yes,No,DSL,Month-to-month,94,Yes,1,3
1893,Female,0,No,64,Yes,No,DSL,Month-to-month,111,No,0,2
1894,Female,0,Yes,19,Yes,Yes,DSL,Month-to-month,26,No,0,1
1895,Male,0,Yes,60,Yes,No,DSL,Month-to-month,79,No,0,2
1896,Male,0,Yes,69,Yes,Yes,DSL,Two year,114,No,0,2
1897,Female,0,Yes,3,Yes,Yes,DSL,Month-to-month,81,No,0,0
1898,Male,0,No,7,Yes,No,DSL,Month-to-month,95,Yes,1,0
1899,Female,0,No,19,Yes,No,Fiber optic,Month-to-month,73,Yes,1,0
1900,Female,0,No,1,Yes,No,Fiber optic,Month-to-month,77,Yes,1,0
1901,Female,0,No,62,Yes,No,DSL,Two year,24,No,0,1
1902,Female,0,No,1,Yes,No,DSL,One year,50,Yes,1,0
1903,Male,1,No,1,Yes,Yes,DSL,Two year,74,Yes,1,3
1904,Female,0,No,28,Yes,No,Fiber optic,Month-to-month,60,No,0,0
1905,Male,0,No,69,Yes,Yes,Fiber optic,Month-to-month,92,No,0,2
1906,Male,1,No,30,Yes,Yes,DSL,One year,80,Yes,1,3
1907,Female,1,No,40,No,No,DSL,One year,39,Yes,1,3
1908,Female,0,No,1,Yes,No,DSL,Month-to-month,20,No,0,1
1909,Male,0,No,45,Yes,No,DSL,Two year,101,Yes,1,2
1910,Male,0,Yes,22,Yes,No,DSL,One year,79,No,0,0
1911,Female,0,Yes,47,Yes,No,DSL,Month-to-month,20,No,0,1
1912,Female,0,No,2,Yes,Yes,Fiber optic,Two year,20,No,0,1
1913,Female,0,No,13,No,No,DSL,One year,35,Yes,1,1
1914,Female,0,No,20,Yes,Yes,Fiber optic,One year,19,No,0,1
1915,Male,0,No,48,Yes,Yes,DSL,Month-to-month,19,No,0,1
1916,Male,0,No,67,Yes,No,DSL,Month-to-month,101,No,0,2
1917,Male,0,No,70,Yes,Yes,Fiber optic,Month-to-month,99,No,0,2
1918,Female,0,No,64,Yes,Yes,DSL,Two year,99,No,0,2
1919,Female,0,No,34,Yes,No,DSL,Month-to-month,98,Yes,1,2
1920,Female,0,No,72,Yes,No,DSL,Month-to-month,91,No,0,2
1921,Female,0,Yes,23,Yes,No,DSL,Month-to-month,70,No,0,0
1922,Female,1,No,15,Yes,Yes,DSL,Two year,89,No,0,3
1923,Male,0,No,22,Yes,Yes,DSL,Month-to-month,101,Yes,1,0
1924,Male,0,Yes,41,Yes,No,DSL,Two year,70,No,0,2
1925,Female,0,No,68,Yes,Yes,Fiber optic,Month-to-month,82,No,0,2
1926,Female,0,Yes,70,Yes,Yes,DSL,Two year,106,No,0,2
1927,Male,0,Yes,71,Yes,Yes,Fiber optic,Month-to-month,87,No,0,2
1928,Male,0,Yes,71,Yes,Yes,Fiber optic,Month-to-month,85,No,0,2
1929,Male,0,No,1,Yes,No,DSL,Month-to-month,44,No,0,0
1930,Male,0,No,1,Yes,No,Fiber optic,Month-to-month,55,Yes,1,0
1931,Male,0,Yes,3,Yes,No,DSL,Month-to-month,21,No,0,1
1932,Female,0,No,40,Yes,Yes,Fiber optic,One year,93,No,0,2
1933,Female,0,No,3,No,No,DSL,Month-to-month,51,Yes,1,0
1934,Female,0,No,67,Yes,No,DSL,One year,26,No,0,1
1935,Female,0,No,18,Yes,No,Fiber optic,Month-to-month,75,No,0,0
1936,Female,0,Yes,20,Yes,No,DSL,One year,20,No,0,1
1937,Female,0,No,3,Yes,No,DSL,One year,74,Yes,1,0
1938,Male,0,No,71,Yes,No,DSL,Two year,116,No,0,2
1939,Female,0,No,25,No,No,DSL,Month-to-month,34,Yes,1,1
1940,Female,1,No,32,Yes,No,DSL,Month-to-month,91,No,0,3
1941,Male,0,Yes,46,Yes,Yes,DSL,One year,20,No,0,1
1942,Female,0,Yes,68,Yes,No,DSL,Month-to-month,19,No,0,1
1943,Female,0,Yes,48,Yes,No,DSL,Two year,80,No,0,2
1944,Female,0,Yes,2,Yes,Yes,DSL,Month-to-month,70,Yes,1,0
1945,Male,0,No,56,Yes,No,DSL,Month-to-month,93,No,0,2
1946,Male,0,No,5,Yes,No,DSL,Two year,79,Yes,1,0
1947,Female,0,No,3,Yes,Yes,Fiber optic,Month-to-month,75,No,0,0
1948,Female,0,Yes,64,Yes,Yes,Fiber optic,One year,93,No,0,2
1949,Male,0,Yes,47,Yes,No,Fiber optic,Month-to-month,90,No,0,2
1950,Male,0,No,63,Yes,Yes,Fiber optic,Two year,67,No,0,2
1951,Male,0,No,27,Yes,Yes,Fiber optic,Month-to-month,19,No,0,1
1952,Female,1,Yes,47,Yes,No,DSL,Month-to-month,71,Yes,1,3
1953,Female,0,No,59,Yes,Yes,Fiber optic,Month-to-month,24,No,0,1
1954,Male,0,Yes,4,Yes,No,Fiber optic,Month-to-month,19,No,0,1
1955,Female,0,No,72,Yes,Yes,Fiber optic,Month-to-month,115,No,0,2
1956,Female,0,No,13,Yes,Yes,Fiber optic,Month-to-month,55,No,0,0
1957,Male,1,Yes,66,Yes,Yes,Fiber optic,Two year,108,No,0,3
1958,Female,0,No,42,Yes,Yes,DSL,Month-to-month,21,No,0,1
1959,Female,0,No,10,Yes,Yes,Fiber optic,Month-to-month,20,No,0,1
1960,Female,1,No,15,Yes,No,DSL,Month-to-month,74,Yes,1,3
1961,Female,0,No,45,Yes,Yes,Fiber optic,Month-to-month,95,No,0,2
1962,Female,0,No,48,Yes,Yes,DSL,One year,74,No,0,2
1963,Female,0,No,1,No,No,Fiber optic,One year,25,No,0,1
1964,Female,0,No,27,Yes,No,Fiber optic,Month-to-month,76,No,0,0
1965,Male,0,No,5,Yes,No,DSL,One year,19,Yes,1,1
1966,Male,0,Yes,23,Yes,No,DSL,Month-to-month,87,No,0,0
1967,Male,1,Yes,11,Yes,Yes,DSL,Month-to-month,75,No,0,3
1968,Female,1,No,35,Yes,Yes,DSL,One year,102,No,0,3
1969,Male,0,No,67,Yes,No,Fiber optic,One year,89,No,0,2
1970,Male,0,Yes,33,Yes,No,DSL,Two year,75,No,0,2
1971,Male,0,Yes,72,Yes,No,Fiber optic,Month-to-month,114,No,0,2
1972,Female,0,No,67,Yes,No,DSL,One year,110,No,0,2
1973,Female,0,No,33,Yes,Yes,Fiber optic,Month-to-month,20,No,0,1
1974,Female,0,No,47,Yes,No,DSL,Two year,59,No,0,2
1975,Male,1,No,13,Yes,Yes,Fiber optic,Month-to-month,98,Yes,1,3
1976,Male,0,Yes,18,Yes,No,DSL,Two year,83,No,0,0
1977,Female,0,No,72,Yes,Yes,Fiber optic,Month-to-month,112,No,0,2
1978,Female,1,No,11,Yes,Yes,Fiber optic,Month-to-month,90,Yes,1,3
1979,Male,1,No,7,No,No,DSL,Two year,44,No,0,3
1980,Female,0,No,59,Yes,No,DSL,Two year,99,No,0,2
1981,Female,1,Yes,32,Yes,Yes,Fiber optic,Month-to-month,100,No,0,3
1982,Female,0,No,67,Yes,Yes,Fiber optic,Month-to-month,25,No,0,1
1983,Female,0,No,51,Yes,No,DSL,Month-to-month,88,No,0,2
1984,Female,1,No,59,Yes,Yes,DSL,One year,94,No,0,3
1985,Female,0,Yes,48,No,Yes,Fiber optic,Month-to-month,39,No,0,1
1986,Female,1,No,1,Yes,No,DSL,Month-to-month,71,Yes,1,3
1987,Male,0,No,23,Yes,Yes,Fiber optic,Two year,19,No,0,1
1988,Male,0,Yes,38,Yes,No,Fiber optic,Month-to-month,95,Yes,1,2
1989,Male,0,Yes,19,Yes,Yes,Fiber optic,One year,20,No,0,1
1990,Male,1,No,3,Yes,No,DSL,Two year,76,Yes,1,3
1991,Male,1,No,58,Yes,Yes,Fiber optic,Month-to-month,99,No,0,3
1992,Male,0,No,2,Yes,Yes,DSL,One year,50,No,0,0
1993,Male,0,No,5,Yes,No,Fiber optic,Month-to-month,75,No,0,0
1994,Female,0,No,72,Yes,No,DSL,Month-to-month,101,No,0,2
1995,Female,1,No,44,Yes,No,DSL,One year,110,No,0,3
1996,Male,0,No,16,Yes,No,Fiber optic,Month-to-month,20,Yes,1,1
1997,Male,0,No,12,No,No,DSL,Two year,51,No,0,0
1998,Female,0,No,6,Yes,Yes,Fiber optic,Two year,90,Yes,1,0
1999,Female,1,No,72,Yes,No,DSL,Month-to-month,108,No,0,3
2000,Female,0,No,23,Yes,Yes,Fiber optic,Month-to-month,25,No,0,1
2001,Male,0,No,38,Yes,No,Fiber optic,Month-to-month,70,Yes,1,0
2002,Male,0,No,47,Yes,No,DSL,Month-to-month,95,No,0,2
2003,Female,0,No,54,Yes,No,DSL,Two year,20,No,0,1
2004,Male,0,No,15,Yes,No,Fiber optic,Two year,69,No,0,0
2005,Female,1,No,20,Yes,Yes,Fiber optic,Month-to-month,94,Yes,1,3
2006,Female,0,Yes,16,Yes,Yes,Fiber optic,One year,73,No,0,0
2007,Male,0,No,1,Yes,Yes,DSL,Month-to-month,69,Yes,1,0
2008,Male,0,No,1,No,No,Fiber optic,Month-to-month,25,Yes,1,1
2009,Male,0,No,46,Yes,Yes,Fiber optic,Month-to-month,20,No,0,1
2010,Male,0,No,69,Yes,Yes,DSL,Two year,98,No,0,2
2011,Male,0,Yes,49,Yes,Yes,Fiber optic,Month-to-month,84,Yes,1,2
2012,Male,0,No,53,No,Yes,DSL,Month-to-month,55,No,0,2
2013,Male,0,Yes,7,Yes,Yes,Fiber optic,Month-to-month,19,No,0,1
2014,Female,0,No,42,Yes,No,DSL,One year,50,Yes,1,1
2015,Male,0,Yes,17,Yes,No,DSL,Month-to-month,50,No,0,1
2016,Female,1,No,2,Yes,Yes,DSL,Month-to-month,82,No,0,3
2017,Female,0,Yes,72,Yes,Yes,Fiber optic,Month-to-month,104,No,0,2
2018,Female,0,No,28,Yes,No,DSL,Two year,20,No,0,1
2019,Male,0,No,1,No,No,DSL,Month-to-month,50,Yes,1,0
2020,Female,0,No,15,Yes,Yes,Fiber optic,One year,86,Yes,1,0
2021,Female,1,No,67,Yes,No,DSL,One year,107,No,0,3
2022,Female,0,No,11,Yes,No,Fiber optic,Two year,100,Yes,1,0
2023,Male,0,Yes,56,Yes,No,Fiber optic,Month-to-month,103,No,0,2
2024,Male,0,No,22,Yes,Yes,Fiber optic,Month-to-month,55,No,0,0
2025,Male,1,No,19,No,No,Fiber optic,One year,34,No,0,3
2026,Female,0,Yes,44,Yes,Yes,Fiber optic,Two year,20,No,0,1
2027,Male,0,No,10,No,Yes,Fiber optic,One year,36,No,0,1
2028,Female,0,No,18,Yes,No,DSL,One year,71,No,0,0
2029,Male,0,No,30,Yes,No,DSL,Two year,19,No,0,1
2030,Male,0,No,26,No,No,Fiber optic,One year,36,No,0,1
2031,Female,0,No,58,Yes,Yes,DSL,Month-to-month,109,Yes,1,2
2032,Male,0,No,1,No,No,DSL,Month-to-month,30,Yes,1,1
2033,Female,0,No,9,Yes,No,Fiber optic,Month-to-month,66,Yes,1,0
2034,Female,0,No,50,Yes,No,DSL,Month-to-month,82,No,0,2
2035,Male,0,No,46,No,No,DSL,One year,31,No,0,1
2036,Female,0,No,3,Yes,No,DSL,Month-to-month,45,No,0,0
2037,Female,0,No,11,Yes,Yes,Fiber optic,Month-to-month,51,No,0,0
2038,Male,0,No,37,Yes,No,Fiber optic,Month-to-month,70,No,0,0
2039,Male,0,No,22,Yes,No,Fiber optic,Month-to-month,54,Yes,1,0
2040,Male,0,No,67,Yes,Yes,Fiber optic,Month-to-month,26,No,0,1
2041,Male,0,No,1,Yes,Yes,DSL,Two year,20,No,0,1
2042,Female,0,No,19,Yes,No,DSL,Two year,56,No,0,0
2043,Female,1,No,9,Yes,Yes,DSL,Month-to-month,75,Yes,1,3
2044,Male,0,No,70,Yes,No,Fiber optic,Month-to-month,99,No,0,2
2045,Male,0,No,1,Yes,No,DSL,One year,50,No,0,0
2046,Female,0,No,39,No,Yes,Fiber optic,Two year,41,No,0,1
2047,Male,0,No,2,Yes,No,DSL,Month-to-month,71,Yes,1,0
2048,Female,1,No,49,Yes,No,DSL,Month-to-month,44,No,0,3
2049,Male,0,No,7,Yes,No,Fiber optic,Month-to-month,64,No,0,0
2050,Male,0,Yes,1,Yes,Yes,Fiber optic,Month-to-month,46,Yes,1,0
2051,Female,0,No,61,Yes,No,DSL,Two year,101,No,0,2
2052,Male,0,No,1,Yes,No,DSL,Two year,43,Yes,1,0
2053,Female,1,No,40,Yes,Yes,Fiber optic,Month-to-month,92,No,0,3
2054,Female,0,No,71,Yes,Yes,Fiber optic,Month-to-month,24,No,0,1
2055,Male,0,No,24,Yes,Yes,DSL,Month-to-month,90,Yes,1,0
2056,Female,0,No,14,Yes,Yes,Fiber optic,Month-to-month,50,No,0,0
2057,Female,1,No,61,Yes,Yes,Fiber optic,Month-to-month,94,No,0,3
2058,Female,1,No,44,Yes,Yes,DSL,Month-to-month,75,No,0,3
2059,Female,0,No,70,Yes,Yes,DSL,Two year,20,No,0,1
2060,Female,0,No,18,Yes,Yes,Fiber optic,Month-to-month,74,No,0,0
2061,Male,0,Yes,12,Yes,Yes,DSL,Two year,74,Yes,1,0
2062,Male,1,No,66,Yes,No,DSL,Month-to-month,107,No,0,3
2063,Male,0,Yes,61,Yes,Yes,DSL,Two year,21,No,0,1
2064,Female,0,No,42,Yes,No,DSL,One year,86,No,0,2
2065,Female,0,No,54,Yes,No,DSL,One year,95,No,0,2
2066,Male,0,No,3,Yes,Yes,Fiber optic,Month-to-month,20,No,0,1
2067,Male,0,No,69,Yes,Yes,DSL,Two year,54,No,0,2
2068,Female,0,No,3,Yes,Yes,Fiber optic,One year,20,No,0,1
2069,Female,0,No,7,Yes,Yes,Fiber optic,Month-to-month,75,Yes,1,0
2070,Female,0,No,57,Yes,No,Fiber optic,Month-to-month,20,No,0,1
2071,Male,1,No,14,Yes,Yes,DSL,Month-to-month,75,Yes,1,3
2072,Male,0,No,11,No,Yes,Fiber optic,Two year,42,Yes,1,1
2073,Male,0,No,4,Yes,No,DSL,One year,20,No,0,1
2074,Male,0,No,43,Yes,No,DSL,Month-to-month,94,No,0,2
2075,Male,0,No,62,Yes,No,Fiber optic,Month-to-month,74,No,0,2
2076,Female,0,No,12,Yes,Yes,Fiber optic,Month-to-month,96,Yes,1,0
2077,Male,0,Yes,11,Yes,No,DSL,One year,20,No,0,1
2078,Female,0,No,19,Yes,No,Fiber optic,Month-to-month,60,No,0,0
2079,Male,0,No,44,Yes,No,DSL,One year,106,No,0,2
2080,Female,1,Yes,11,Yes,Yes,Fiber optic,Month-to-month,78,No,0,3
2081,Male,0,Yes,72,Yes,Yes,DSL,Two year,81,No,0,2
2082,Female,0,No,43,Yes,No,Fiber optic,Month-to-month,105,Yes,1,2
2083,Male,0,No,3,Yes,Yes,DSL,Month-to-month,20,Yes,1,1
2084,Female,1,No,5,Yes,No,DSL,Month-to-month,81,No,0,3
2085,Male,0,No,2,No,No,Fiber optic,Month-to-month,30,Yes,1,1
2086,Male,0,Yes,68,Yes,Yes,Fiber optic,Month-to-month,86,No,0,2
2087,Male,1,No,33,Yes,No,Fiber optic,Month-to-month,94,Yes,1,3
2088,Female,0,No,11,No,No,DSL,Month-to-month,36,No,0,1
2089,Male,1,No,69,Yes,Yes,DSL,One year,90,Yes,1,3
2090,Female,0,No,66,Yes,No,DSL,Two year,105,No,0,2
2091,Male,0,Yes,29,Yes,No,DSL,Month-to-month,76,No,0,0
2092,Male,0,Yes,8,Yes,No,DSL,Two year,45,No,0,1
2093,Male,1,No,72,No,Yes,DSL,Two year,64,No,0,3
2094,Female,0,Yes,8,Yes,Yes,DSL,Month-to-month,45,No,0,1
2095,Female,0,No,32,Yes,No,DSL,Month-to-month,104,No,0,0
2096,Female,0,Yes,56,Yes,No,Fiber optic,Month-to-month,20,No,0,1
2097,Male,0,No,10,Yes,No,DSL,Month-to-month,81,Yes,1,0
2098,Female,0,No,44,Yes,No,Fiber optic,Month-to-month,62,No,0,2
2099,Female,0,Yes,23,Yes,Yes,Fiber optic,Month-to-month,84,Yes,1,0
2100,Female,0,No,4,No,Yes,Fiber optic,Month-to-month,48,No,0,0
2101,Female,0,Yes,36,Yes,Yes,Fiber optic,One year,51,No,0,1
2102,Male,0,No,47,Yes,Yes,Fiber optic,One year,83,Yes,1,2
2103,Female,0,Yes,2,No,Yes,Fiber optic,Month-to-month,30,No,0,1
2104,Female,0,Yes,52,Yes,No,Fiber optic,Month-to-month,20,No,0,1
2105,Female,0,No,5,Yes,Yes,Fiber optic,Month-to-month,91,Yes,1,0
2106,Female,0,Yes,64,Yes,Yes,Fiber optic,Month-to-month,66,No,0,2
2107,Male,0,No,2,Yes,No,DSL,One year,50,No,0,0
2108,Female,0,No,8,Yes,Yes,Fiber optic,Month-to-month,20,No,0,1
2109,Female,0,No,1,Yes,No,DSL,Month-to-month,70,Yes,1,0
2110,Male,0,No,1,No,Yes,DSL,Two year,45,Yes,1,0
2111,Male,0,Yes,60,Yes,No,DSL,Month-to-month,60,No,0,2
2112,Male,0,No,20,Yes,No,DSL,Two year,91,No,0,0
2113,Male,0,Yes,22,Yes,Yes,DSL,One year,51,No,0,1
2114,Male,0,Yes,54,Yes,Yes,Fiber optic,One year,71,No,0,2
2115,Male,0,No,1,Yes,No,DSL,Month-to-month,81,No,0,0
2116,Male,0,No,13,Yes,Yes,Fiber optic,Two year,19,No,0,1
2117,Female,1,Yes,24,Yes,Yes,DSL,Month-to-month,97,No,0,3
2118,Female,1,No,6,Yes,No,DSL,Two year,74,No,0,3
2119,Male,1,No,38,Yes,No,Fiber optic,Month-to-month,103,No,0,3
2120,Female,0,No,12,Yes,No,DSL,One year,85,No,0,0
2121,Male,0,No,26,No,No,DSL,Two year,45,No,0,1
2122,Female,0,Yes,6,No,No,DSL,Month-to-month,41,No,0,1
2123,Male,0,Yes,67,Yes,Yes,DSL,One year,87,Yes,1,2
2124,Male,1,No,62,Yes,Yes,Fiber optic,Month-to-month,104,Yes,1,3
2125,Male,0,Yes,50,No,No,DSL,Month-to-month,39,No,0,1
2126,Male,0,Yes,72,No,Yes,DSL,Two year,66,No,0,2
2127,Female,1,Yes,31,Yes,No,DSL,Month-to-month,99,Yes,1,3
2128,Male,0,No,72,Yes,No,DSL,One year,92,No,0,2
2129,Male,0,No,51,No,Yes,DSL,Month-to-month,44,No,0,1
2130,Female,0,No,1,Yes,Yes,Fiber optic,Month-to-month,20,No,0,1
2131,Female,0,Yes,60,Yes,Yes,Fiber optic,One year,115,No,0,2
2132,Female,0,Yes,24,Yes,No,DSL,Two year,20,No,0,1
2133,Female,0,No,2,Yes,No,DSL,One year,81,Yes,1,0
2134,Female,0,No,4,Yes,No,Fiber optic,Month-to-month,78,Yes,1,0
2135,Female,0,No,67,Yes,No,DSL,Month-to-month,66,No,0,2
2136,Female,0,No,69,Yes,Yes,Fiber optic,Month-to-month,106,No,0,2
2137,Female,0,No,1,Yes,Yes,Fiber optic,Month-to-month,70,Yes,1,0
2138,Male,0,No,67,Yes,Yes,DSL,Two year,25,No,0,1
2139,Male,0,No,1,Yes,No,DSL,Two year,90,Yes,1,0
2140,Male,1,No,67,Yes,No,DSL,Month-to-month,84,No,0,3
2141,Female,1,No,27,Yes,Yes,Fiber optic,Month-to-month,86,No,0,3
2142,Female,0,No,41,Yes,No,DSL,Month-to-month,106,No,0,2
2143,Male,0,Yes,64,Yes,No,DSL,One year,109,No,0,2
2144,Female,0,No,1,Yes,Yes,DSL,Two year,70,Yes,1,0
2145,Male,0,No,6,Yes,No,DSL,Month-to-month,45,Yes,1,0
2146,Male,0,Yes,72,No,No,Fiber optic,Month-to-month,65,No,0,2
2147,Female,0,Yes,57,Yes,Yes,Fiber optic,One year,70,Yes,1,2
2148,Male,0,No,70,Yes,No,DSL,Month-to-month,73,No,0,2
2149,Male,1,No,10,Yes,No,DSL,Month-to-month,86,Yes,1,3
2150,Male,0,No,1,Yes,Yes,Fiber optic,One year,56,Yes,1,0
2151,Female,1,No,71,Yes,Yes,Fiber optic,Month-to-month,90,No,0,3
2152,Female,0,Yes,3,No,Yes,DSL,Two year,40,No,0,1
2153,Female,0,No,63,Yes,Yes,DSL,Month-to-month,24,No,0,1
2154,Female,0,No,25,Yes,No,Fiber optic,Month-to-month,75,No,0,0
2155,Male,0,Yes,62,Yes,No,DSL,Two year,24,No,0,1
2156,Female,0,No,55,Yes,Yes,Fiber optic,Month-to-month,95,No,0,2
2157,Male,0,Yes,52,Yes,No,Fiber optic,Month-to-month,79,No,0,2
2158,Female,0,Yes,16,Yes,Yes,Fiber optic,One year,81,Yes,1,0
2159,Female,0,Yes,29,Yes,Yes,DSL,Two year,88,No,0,0
2160,Female,0,No,2,No,Yes,DSL,Two year,35,Yes,1,1
2161,Male,0,No,8,Yes,No,DSL,Two year,71,No,0,0
2162,Female,0,No,5,Yes,No,Fiber optic,Month-to-month,85,No,0,0
2163,Male,0,No,9,Yes,Yes,Fiber optic,Month-to-month,20,No,0,1
2164,Female,1,No,32,Yes,Yes,Fiber optic,Month-to-month,74,Yes,1,3
2165,Male,0,Yes,72,Yes,No,Fiber optic,Two year,84,No,0,2
2166,Male,0,Yes,7,No,No,DSL,One year,50,No,0,1
2167,Male,1,No,18,Yes,Yes,Fiber optic,One year,58,No,0,3
2168,Female,0,No,48,Yes,Yes,Fiber optic,Month-to-month,105,No,0,2
2169,Female,1,No,71,Yes,Yes,Fiber optic,Month-to-month,96,No,0,3
2170,Male,0,No,1,Yes,No,DSL,Two year,70,Yes,1,0
2171,Male,0,No,69,Yes,No,DSL,One year,105,No,0,2
2172,Male,0,No,60,Yes,No,DSL,Month-to-month,20,No,0,1
2173,Male,1,No,1,No,No,DSL,Month-to-month,25,Yes,1,3
2174,Male,0,No,1,Yes,No,Fiber optic,Month-to-month,49,No,0,0
2175,Male,0,No,38,Yes,No,DSL,One year,92,No,0,2
2176,Female,0,No,4,Yes,No,Fiber optic,Month-to-month,20,No,0,1
2177,Male,0,No,31,Yes,No,DSL,Two year,99,No,0,0
2178,Female,1,No,14,Yes,Yes,Fiber optic,Two year,79,No,0,3
2179,Female,1,No,71,Yes,No,DSL,Two year,110,No,0,3
2180,Male,0,No,2,Yes,No,DSL,One year,81,Yes,1,0
2181,Male,0,Yes,64,Yes,No,Fiber optic,Two year,93,No,0,2
2182,Female,0,No,9,Yes,Yes,DSL,One year,81,No,0,0
2183,Female,0,No,56,Yes,Yes,Fiber optic,Two year,106,No,0,2
2184,Female,0,No,11,Yes,No,DSL,Month-to-month,94,No,0,0
2185,Male,0,Yes,72,Yes,Yes,Fiber optic,Month-to-month,19,No,0,1
2186,Female,0,No,1,Yes,Yes,DSL,Month-to-month,20,No,0,1
2187,Male,0,No,60,Yes,No,DSL,Two year,109,No,0,2
2188,Male,1,No,33,No,Yes,Fiber optic,Two year,50,No,0,3
2189,Male,0,Yes,72,Yes,No,DSL,Month-to-month,20,No,0,1
2190,Female,0,No,26,Yes,Yes,DSL,Two year,87,No,0,0
2191,Female,0,No,3,Yes,Yes,DSL,Two year,86,Yes,1,0
2192,Female,0,Yes,22,No,No,Fiber optic,Month-to-month,39,No,0,1
2193,Female,1,No,22,Yes,No,DSL,Two year,64,No,0,3
2194,Female,0,No,1,Yes,No,DSL,One year,54,Yes,1,0
2195,Male,0,Yes,27,Yes,No,Fiber optic,Month-to-month,55,No,0,1
2196,Female,0,No,1,Yes,Yes,DSL,One year,70,Yes,1,0
2197,Female,0,No,41,Yes,No,DSL,Month-to-month,106,Yes,1,2
2198,Female,1,No,14,Yes,Yes,DSL,Month-to-month,74,Yes,1,3
2199,Male,0,No,7,Yes,Yes,DSL,One year,69,Yes,1,0
2200,Female,0,No,32,Yes,Yes,DSL,Two year,54,No,0,0
2201,Male,0,Yes,41,Yes,No,DSL,One year,68,No,0,2
2202,Female,1,Yes,4,Yes,No,DSL,One year,46,Yes,1,3
2203,Male,0,No,56,Yes,No,Fiber optic,Month-to-month,26,No,0,1
2204,Female,1,No,33,Yes,Yes,Fiber optic,One year,110,Yes,1,3
2205,Male,1,No,2,Yes,Yes,Fiber optic,One year,66,Yes,1,3
2206,Male,0,No,28,Yes,No,Fiber optic,One year,106,Yes,1,0
2207,Female,0,Yes,1,Yes,Yes,Fiber optic,Month-to-month,54,No,0,0
2208,Male,0,Yes,1,Yes,No,Fiber optic,Month-to-month,19,No,0,1
2209,Female,0,No,2,Yes,Yes,Fiber optic,Month-to-month,70,Yes,1,0
2210,Male,1,No,4,Yes,No,DSL,Month-to-month,74,Yes,1,3
2211,Male,0,No,34,Yes,Yes,Fiber optic,Two year,105,No,0,2
2212,Female,0,No,64,Yes,Yes,Fiber optic,One year,58,No,0,2
2213,Male,0,No,7,Yes,No,DSL,One year,19,No,0,1
2214,Male,0,Yes,51,Yes,Yes,DSL,Two year,84,No,0,2
2215,Male,0,No,21,Yes,No,Fiber optic,Month-to-month,20,No,0,1
2216,Female,0,No,21,Yes,No,DSL,Two year,71,No,0,0
2217,Male,1,No,57,Yes,Yes,Fiber optic,Month-to-month,91,No,0,3
2218,Male,0,No,6,Yes,Yes,DSL,Two year,76,Yes,1,0
2219,Female,0,No,8,Yes,No,DSL,Two year,49,No,0,0
2220,Male,0,Yes,18,No,No,Fiber optic,Month-to-month,26,No,0,1
2221,Male,1,No,7,Yes,No,DSL,Two year,70,Yes,1,3
2222,Male,0,No,35,Yes,No,DSL,Two year,60,No,0,0
2223,Female,0,No,32,Yes,Yes,Fiber optic,Month-to-month,75,No,0,0
2224,Female,0,No,30,Yes,Yes,Fiber optic,Month-to-month,100,No,0,0
2225,Male,0,Yes,26,Yes,No,Fiber optic,Month-to-month,50,No,0,1
2226,Male,0,No,38,Yes,No,DSL,One year,95,No,0,2
2227,Female,1,No,41,Yes,No,DSL,Two year,113,Yes,1,3
2228,Male,0,Yes,34,No,No,DSL,One year,45,No,0,1
2229,Male,1,No,55,Yes,Yes,Fiber optic,Two year,60,No,0,3
2230,Female,1,No,57,Yes,No,Fiber optic,Month-to-month,94,No,0,3
2231,Female,1,No,66,Yes,No,DSL,Two year,105,No,0,3
2232,Male,0,No,43,Yes,No,Fiber optic,Month-to-month,86,No,0,2
